SMILES,name,tc_0C_W_mK,tc_10C_W_mK,tc_20C_W_mK,tc_30C_W_mK,tc_40C_W_mK,tc_50C_W_mK,tc_60C_W_mK,tc_70C_W_mK,tc_80C_W_mK,tc_90C_W_mK,tc_100C_W_mK
CCNC(=O)N(c1ccccc1)c1ccccc1,"N'-ethyl-N,N-diphenylurea",0.216325,0.21444095,0.212578195,0.21073781,0.20891811,0.207117465,0.20533319,0.203563915,0.20180838,0.200063845,0.198329
CN(C(=O)N(C)c1ccccc1)c1ccccc1,dimethyldiphenylurea,0.208891,0.206739365,0.204622335,0.20254236,0.20049644,0.19848252,0.196499025,0.194542215,0.19261046,0.19070076,0.188809
O=C(NCc1ccccc1)NCc1ccccc1,"1,3-dibenzylurea",0.231829,0.229162865,0.22655434,0.22400924,0.22152351,0.219094205,0.216717585,0.21439139,0.21211125,0.20987448,0.207674
O=C(C(=S)C(=O)c1ccccc1)c1ccccc1,monothiodibenzoylmethane,0.124904,0.12401854,0.12313517,0.122253485,0.121372485,0.1204918,0.11961117,0.11872917,0.117846225,0.116960595,0.116073
O=C(O)C(O)(C1CCCCC1)C1CCCCC1,dicydlohexylhydroxyethanoic acid,0.154377,0.15279382,0.151227175,0.14967816,0.148148145,0.1466365,0.145142485,0.143667155,0.1422098249999999,0.14077081,0.139348
CN(C)c1ccc(-c2ccc(N(C)C)cc2)cc1,"N,N,N',N'-tetramethylbenzidine",0.183586,0.182262885,0.18094283,0.17962546,0.17830946,0.17699346,0.17567683,0.1743582,0.17303694,0.171711365,0.170381
CC(Cl)(CBr)C(Cl)Cl,"1-bromo-2,3,3-trichloro-2-methylpropane",0.100513,0.099472522,0.098430377,0.097384728,0.0963339435,0.095276355,0.0942103625,0.093134303,0.0920464395,0.090945172,0.0898307
CCCCCCC(=O)c1cccc2ccccc12,1'-heptanonaphthone,0.253898,0.251910725,0.24992667,0.247945615,0.245966615,0.243986985,0.242005355,0.24002078,0.238031205,0.23603537,0.234032
OC(CCc1ccccc1)CCc1ccccc1,"1,5-diphenyl-3-pentanol",0.18097,0.178907195,0.176869645,0.174861465,0.172881285,0.170929105,0.16900524,0.167109745,0.165241565,0.16340107,0.161585
CC(C)(C)c1ccc2cc(C(C)(C)C)ccc2c1,"2,6-bis(1,1-dimethylethyl)naphthalene",0.168583,0.166643405,0.164744265,0.16288755,0.16106952,0.159288545,0.157541625,0.15582576,0.15413795,0.152475825,0.150835
CCCCc1ccc(CC(C)C)c2ccccc12,1-butyl-4-isobutylnaphthalene,0.202191,0.20008654,0.19801325,0.19597333,0.193963835,0.191981025,0.190022955,0.188086255,0.1861686099999999,0.18426702,0.182377
CCCCCCCCc1cccc2ccccc12,1-octylnaphthalene,0.214447,0.212715365,0.210986995,0.20926031,0.207533995,0.20580605,0.20407479,0.202339215,0.200597695,0.198848175,0.197091
CCCCc1cc2ccccc2cc1CCCC,"2,3-dibutylnaphthalene",0.205468,0.20372327,0.201981585,0.200240585,0.19849927,0.19675601,0.195008435,0.193255545,0.19149571,0.18972656,0.187949
Cc1cc2cccc(CCCC(C)C)c2cc1C,"2,3-dimethyl-5-(4-methylpentyl)naphthalene",0.184105,0.182526875,0.180952505,0.179379505,0.177806505,0.17623256,0.1746553,0.17307341,0.171485205,0.1698896849999999,0.168286
CCCCC(CC)Cc1cccc2ccccc12,1-(2-ethylhexyl)naphthalene,0.21236,0.21062116,0.20888579,0.207152105,0.205419105,0.203685475,0.201949215,0.200208325,0.198461435,0.1967076,0.194946
C1CCc2c(c3c(c4c2CCCC4)CCCC3)C1,"triphenylene, 1,2,3,4,5,6,7,8,9,10,11,12-dodecahydro-",0.103393,0.102147495,0.100930575,0.0997453715,0.0985907955,0.0974653785,0.0963677835,0.095296779,0.094251065,0.09322931,0.0922279
CCCCCCCCc1ccc2ccccc2c1,2-octylnaphthalene,0.224597,0.222519895,0.22045699,0.218406455,0.216366605,0.214335495,0.21231007,0.210288385,0.2082677,0.20624644,0.204222
c1cc2c(c3c1CCCC3)CCC1CCCCC21,"chrysene, 1,2,3,4,4a,7,8,9,10,11,12,12a-dodecahydro",0.112018,0.11106664,0.11012579,0.109195255,0.108274775,0.107362295,0.106457185,0.10555839,0.10466565,0.103777225,0.102892
CCCCc1ccc(CCCC)c2ccccc12,dibutylnaphthalene,0.197766,0.196118825,0.194473825,0.19282914,0.19118451,0.18953725,0.18788599,0.186229785,0.184566265,0.182894115,0.181213
C1C2C3CC4CC2C2C5CC6CC(C15)C3C2(C4)C6,"tetradecahydro-4,5,12-metheno-2,9,7-[1,2,3]propanetriylanthracene",0.0921414,0.0913682965,0.0906015385,0.089841297,0.0890867665,0.088337221,0.087591818,0.0868499,0.086110593,0.085373171,0.0846368
CC(C)CC(C)(C)Cc1cccc2ccccc12,"1-(2,2,4,4-tetramethylbutyl)naphthalene",0.185871,0.184288875,0.182717025,0.18115486,0.17960075,0.17805264,0.17650927,0.174968215,0.1734289,0.17188827,0.170346
CCCC/C=C\CCCCCCCC(=O)OC,"myristoleic acid, methyl ester",0.178578,0.17674266,0.17490603,0.173067085,0.17122388,0.16937336,0.16751358,0.1656418,0.163757075,0.161856405,0.15994
CCCC(C)(CCC)c1cccc2ccccc12,1-(1-methyl-1-propylbutyl)naphthalene,0.197482,0.19592549,0.194371805,0.19281912,0.191266805,0.189713175,0.188156915,0.186596655,0.18503145,0.183459245,0.18188
CCCCCCC(C)c1cccc2ccccc12,1-(1-methylheptyl)naphthalene,0.211536,0.20979553,0.208058475,0.206324105,0.204591105,0.20285716,0.20112053,0.19938064,0.197634435,0.195880915,0.19412
CCCCCCCCCCCCC=CC(=O)O,2-pentadecenoic acid,0.175928,0.17429229,0.172658605,0.171024975,0.16938903,0.167749455,0.16610425,0.16445173,0.162790265,0.161117485,0.159434
O=C1CCCCCCCCCCCCCCO1,oxacyclohexadecan-2-one,0.180618,0.17915662,0.1777084,0.176272495,0.174848645,0.17343448,0.172029,0.170631205,0.169239465,0.167851725,0.166467
C=CC(=O)OCCCCCCCCCCCC,dodecyl acrylate,0.171263,0.169455795,0.16764848,0.165838905,0.164024015,0.16220218,0.160370715,0.15852699,0.156668265,0.15479328,0.1529
C=C(C)CCCC(C)C=CC=Cc1ccccc1,"(5,9-dimethyl-1,3,9-decatrienyl)benzene",0.157548,0.15618134,0.154817655,0.153454655,0.15209134,0.150726395,0.149358135,0.14798556,0.14660704,0.145220835,0.143827
CC(C)Cc1ccc(CC(C)C)c2ccccc12,"1,4-bis(2-methylpropyl)naphthalene",0.191775,0.19011473,0.18845736,0.18680136,0.18514473,0.18348547,0.181821895,0.180153005,0.178476855,0.17679102,0.175097
CCCCCCCCCCCCCCCC=O,hexadecanal,0.181936,0.17997864,0.178040625,0.17612098,0.17421739,0.17232654,0.170445375,0.16857195,0.16670258,0.16483458,0.162966
CCCCCCCCCCCCCCC1CO1,"oxirane, tetradecyl-",0.164643,0.16303285,0.16142285,0.15981222,0.15819896,0.15658107,0.15495655,0.1533234,0.151679935,0.150024525,0.148356
CCCCCCCCCCCC(=O)CCCC,5-hexadecanone,0.184509,0.182463235,0.180439795,0.178439095,0.17645745,0.174491545,0.17253801,0.170594215,0.168656475,0.16672179,0.164787
CCCCC(CC)CCC(=O)C(C)CCCC,9-ethyl-5-methyl-6-tridecanone,0.162521,0.160889235,0.15925792,0.157624345,0.15598577,0.15434125,0.152688415,0.15102532,0.14934891,0.14765787,0.145952
CCCCCCCCCCCCCC(=O)CC,3-hexadecanone,0.178214,0.176447395,0.174680395,0.17291245,0.17114056,0.169362355,0.167576205,0.165779425,0.16397033,0.162146975,0.160308
CCCCCCCCCCCCCCC(C)=O,2-oxohexadecane,0.171739,0.170160245,0.16858356,0.16700693,0.1654283,0.16384641,0.16225852,0.160664,0.15906085,0.15744707,0.155822
CCCCCCCCCCCCC(=O)CCC,4-hexadecanone,0.178214,0.176447395,0.174680395,0.17291245,0.17114056,0.169362355,0.167576205,0.165779425,0.16397033,0.162146975,0.160308
CCCCCCC(CCCC)CCCCCC,7-butyltridecane,0.140013,0.138595645,0.137178645,0.1357603849999999,0.134338125,0.13291092,0.1314764,0.13003325,0.128579155,0.127111745,0.125632
CCCCCCCCCCCC(C)CC(C)C,"pentadecane, 2,4-dimethyl-",0.136207,0.134686145,0.133170405,0.13165772,0.130145405,0.12863146,0.12711357,0.125589365,0.124056585,0.122511805,0.120956
CCCCCCCCCCCCC(C)C(C)C,"pentadecane, 2,3-dimethyl-",0.138186,0.136716525,0.135253415,0.133795675,0.132341305,0.13088799,0.129433045,0.12797447,0.126510265,0.125038745,0.123559
CCCCCCCCCCCCCC(C)(C)C,"pentadecane, 2,2-dimethyl-",0.127934,0.1266305549999999,0.125326925,0.124020665,0.122709775,0.121392885,0.120068735,0.1187349,0.117390805,0.116033395,0.114664
CCCCCCCCCCCCCC(C)CC,"hexadecane, 3-methyl-",0.143992,0.14243838,0.140893215,0.139356105,0.137824365,0.13629568,0.134767365,0.133237105,0.13170253,0.130161695,0.128613
CCCCCCCCCCCCCCCCC,heptadecane,0.153064,0.151473645,0.14984373,0.148173445,0.14646542,0.144723025,0.14294826,0.14114407,0.139314195,0.13746058,0.135589
CCCCCCC(CCCCC)CCCCC,6-pentyldodecane,0.143252,0.14178684,0.140322525,0.13885658,0.137387005,0.135912115,0.1344302799999999,0.13293913,0.131437035,0.1299216249999999,0.128393
CCCCC(CCCC)(CCCC)CCCC,"5,5-dibutylnonane",0.122807,0.121483145,0.120168665,0.118861555,0.11756013,0.116262445,0.114965445,0.1136675,0.112365925,0.11105872,0.109745
CCCCCCCCCCC(CCC)CCC,4-propyltetradecane,0.141763,0.14022342,0.138694885,0.13717609,0.13566398,0.134156925,0.13265224,0.131147295,0.12963935,0.12812683,0.126607
CCC(C)(CC(C)(CC)C(C)(C)CC)C(C)C,"3,5-diethyl-2,3,5,6,6-pentamethyloctane",0.0833602,0.082612632,0.0818654635,0.08111808,0.080369576,0.079619157,0.078865949,0.078109226,0.077348051,0.0765815925,0.0758098
CCCCCCCCCCCCCCC(C)C,2-methylhexadecane,0.144339,0.14274867,0.14117045,0.1396036,0.138045805,0.136494065,0.13494601,0.133399695,0.13185175,0.13029986,0.128742
CC(C)CCC(C)(C)CC(C)(C)CCC(C)C,"2,5,5,7,7,10-hexamethylundecane",0.0967413,0.095762841,0.0947837685,0.093802755,0.0928185265,0.0918299255,0.0908355465,0.0898341265,0.08882436,0.0878050525,0.0867762
CCCCCCCCC(C)CC(C)CC(C)C,"tetradecane, 2,4,6-trimethyl-",0.128503,0.1270961649999999,0.125685905,0.124270385,0.122846865,0.1214144,0.119970305,0.11851258,0.117039225,0.115548555,0.114041
CCCCCCCC(CCC)(CCC)CCC,"undecane, 4,4-dipropyl-",0.127568,0.126275705,0.124982075,0.123685815,0.12238524,0.121079035,0.119764885,0.1184410499999999,0.117106955,0.11575986,0.114401
CC(C)(C)c1cc(Cl)cc(C(C)(C)C)c1O,"phenol, 4-chloro-2,6-bis(1,1-dimethylethyl)-",0.0962465,0.095105724,0.0939809625,0.0928740379999999,0.0917847505,0.0907129315,0.0896585125,0.088621399,0.087601354,0.086598309,0.0856103
O=Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],"benzaldehyde, 2,4,6-trinitro-",0.226457,0.2246687249999999,0.222884985,0.22110493,0.219327245,0.21754993,0.2157713,0.213990355,0.212205465,0.210414575,0.208618
Cc1cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c1[N+](=O)[O-],"1,4-dimethyl-2,3,5-trinitrobenzene",0.187044,0.185062545,0.18311783,0.181211485,0.179341825,0.177506905,0.175703355,0.173929175,0.172182365,0.17046061,0.168759
CCc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],"2,4,6-trinitroethylbenzene",0.197707,0.195966365,0.194243035,0.19253739,0.190848115,0.189172895,0.18750999,0.18585851,0.184215345,0.18257992,0.180949
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],"2,4-dimethyl-1,3,5-trinitrobenzene",0.178267,0.17607523,0.1739355,0.171852195,0.16982126,0.1678400649999999,0.1659052399999999,0.164014155,0.162163755,0.160351465,0.15857
O=[N+]([O-])C(Cc1ccccc1)([N+](=O)[O-])[N+](=O)[O-],"benzene, (2,2,2-trinitroethyl)-",0.215429,0.21360096,0.211790945,0.209998985,0.208223025,0.20646212,0.204713585,0.202975735,0.20124694,0.199525145,0.197808
CC(C)c1ccc(C(C)C)c(Br)c1,"benzene, 2-bromo-1,4-bis(1-methylethyl)-",0.0963005,0.0954082515,0.094516257,0.0936235845,0.092729097,0.0918317315,0.0909303195,0.090023761,0.089110956,0.088190836,0.0872633
CC(C)c1ccc(Br)c(C(C)C)c1,"benzene, 1-bromo-2,4-bis(1-methylethyl)-",0.0963005,0.0954082515,0.094516257,0.0936235845,0.092729097,0.0918317315,0.0909303195,0.090023761,0.089110956,0.088190836,0.0872633
CC(C)c1cc(Br)cc(C(C)C)c1,"benzene, 1-bromo-3,5-diisopropyl-",0.0963005,0.0954082515,0.094516257,0.0936235845,0.092729097,0.0918317315,0.0909303195,0.090023761,0.089110956,0.088190836,0.0872633
CC(=O)c1ccc2c3c(ccc([N+](=O)[O-])c13)CC2,5-acetyl-6-nitroacenaphthene,0.236007,0.233330345,0.230713505,0.22816035,0.22566862,0.22323426,0.22085464,0.218526705,0.21624851,0.214016055,0.211822
CCOC(=O)N(c1ccccc1)c1ccccc1,ethyl diphenylcarbamate,0.171498,0.169903985,0.16833023,0.166778845,0.165247515,0.16373387,0.1622365949999999,0.160753375,0.159282155,0.15782199,0.156369
C=CCc1cc(CC=C)c(NCC)c(CC=C)c1,"benzenamine, N-ethyl-2,4,6-tri-2-propenyl-",0.140072,0.13876724,0.137463555,0.13616024,0.134855295,0.13354735,0.132235775,0.13091857,0.12959405,0.1282609,0.126919
CCCCC(CCCC)(CCCC)CC(N)=O,"heptanamide, 3,3-dibutyl-",0.223116,0.2205642,0.218060265,0.21560607,0.21319793,0.21083253,0.208506185,0.206215265,0.203955715,0.201724905,0.199517
CCCCCC(CCC)(CCCC)CC(N)=O,3-butyl-3-propyloctanamide,0.220403,0.21813914,0.21590522,0.213702355,0.21152723,0.209376475,0.207247775,0.205137815,0.20304354,0.200963005,0.198891
CCCCCCCCCCCCCCCCN,1-hexadecanamine,0.205562,0.203298825,0.20106296,0.198854835,0.196670765,0.19450775,0.19236216,0.190229625,0.188107145,0.18599172,0.183879
CCCCCCCCCCCCCCN(C)C,"N,N-dimethyltetradecylamine",0.141978,0.14040234,0.138843695,0.137301735,0.1357742,0.134257665,0.13275087,0.131250445,0.129754075,0.128259075,0.126763
CCCCCCCCCCCCCCNCC,N-ethyltetradecylamine,0.161486,0.159855235,0.15822329,0.156588345,0.1549494549999999,0.153303935,0.151649785,0.14998532,0.148308595,0.14661687,0.144911
CCCCCCCCCCCCN(CC)CC,diethyldodecylamine,0.140617,0.13918329,0.137748345,0.13630977,0.134866195,0.133416675,0.131958525,0.13049006,0.12900965,0.12751524,0.126008
CCCCCCCCNCCCCCCCC,dioctylamine,0.162517,0.160762325,0.159021735,0.157294515,0.15557835,0.15387024,0.152167815,0.150468815,0.1487695,0.14706824,0.145363
CCCCCCCC(CCCCC)CN(C)C,"nonanamine, N,N-dimethyl-2-pentyl-",0.133424,0.132037725,0.130652095,0.12926415,0.127872575,0.12647537,0.125070535,0.12365607,0.12223029,0.12079125,0.119339
CCCCCCCCCCCCCCCNC,pentadecylmethylamine,0.162329,0.16070181,0.15907581,0.15744855,0.15581729,0.154181085,0.1525375649999999,0.1508851,0.149221005,0.147543595,0.145853
FC(F)(F)C(Br)Br,"1,1-dibromo-2,2,2-trifluoroethane",0.060183,0.0592562845,0.0583178595,0.0573634895,0.056390143,0.05539472,0.0543741835,0.0533255075,0.052245518,0.0511312205,0.0499839
FC(Br)C(F)(F)Br,"1,2-dibromo-1,1,2-trifluoroethane",0.0604037,0.0594886385,0.0585619395,0.057619727,0.0566591955,0.0556776505,0.0546722235,0.0536401775,0.0525787865,0.051485145,0.0503607
Oc1cc(Cl)c(Br)cc1Cl,"4-bromo-2,5-dichlorophenol",0.103394,0.102635805,0.10188501,0.10114153,0.1004055775,0.0996764714999999,0.0989549025,0.0982407335,0.0975339645,0.0968345955,0.0961419
Oc1c(Cl)cc(Cl)cc1Br,"phenol, 2,4-dichloro-6-bromo-",0.102866,0.102097025,0.101334545,0.100580065,0.099833333,0.09909399,0.0983624155,0.097638541,0.096922398,0.0962140235,0.0955126
Brc1cscc1Br,"thiophene, 3,4-dibromo-",0.104958,0.10412492,0.10329292,0.102460605,0.101627605,0.10079366,0.0999568725,0.099117081,0.098272969,0.097423742,0.0965693
CCC(Br)=C(Br)CC,"3,4-dibromo-3-hexene",0.0819748,0.081124235,0.080272605,0.0794185025,0.078560459,0.0776970744999999,0.076826886,0.0759483565,0.0750600545,0.0741605115,0.0732498
BrC1CCC(Br)CC1,"trans-1,4-dibromocyclohexane",0.0993483,0.097884067,0.096459097,0.09507493,0.093727766,0.0924138365,0.0911293785,0.089870555,0.0886336345,0.087414817,0.0862093
BrC1CCCCC1Br,"trans-1,2-dibromocyclohexane",0.0969914,0.0959817925,0.094970316,0.0939552985,0.0929352455,0.0919085515,0.0908737535,0.089829283,0.088773577,0.0877049985,0.0866238
C=CCCC(Br)CBr,"1,2-dibromo-5-hexene",0.0983288,0.0973431785,0.0963563855,0.095366857,0.0943729875,0.0933732825,0.0923661365,0.0913500865,0.0903235325,0.0892849375,0.0882344
BrC1CCCC(Br)C1,"1,3-dibromocyclohexane",0.0982246,0.097196039,0.0961656625,0.095131682,0.094092592,0.093046935,0.091992974,0.090929172,0.0898540345,0.0887659245,0.0876651
BrCC1CCC1CBr,"1,2-bis(bromomethyl)cyclobutane",0.0981032,0.0970554335,0.096005168,0.0949506354999999,0.0938901305,0.09282209,0.0917448455,0.0906568285,0.0895564445,0.088441988,0.0873138
CC(=O)Nc1ccccc1CCBr,4-acetamido-3-bromoethylbenzene,0.151347,0.150002105,0.148675405,0.14736776,0.146077115,0.144802525,0.14354225,0.14229603,0.14106118,0.13983633,0.13862
CCc1cc(Br)ccc1NC(C)=O,"acetamide, N-(4-bromo-2-ethylphenyl)-",0.177643,0.17535599,0.173119315,0.170936695,0.168804815,0.1667199899999999,0.164678905,0.162677875,0.160713585,0.15878235,0.156878
CNc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],"N-Methyl-2,4,6-trinitroaniline",0.197025,0.19537792,0.19375348,0.192152725,0.19057434,0.189016325,0.1874773099999999,0.18595635,0.18445139,0.182961485,0.181483
O=C(Oc1ccccc1)C(=O)Oc1ccccc1,oxalic acid diphenyl ester,0.198563,0.19634252,0.194165955,0.192036815,0.1899510449999999,0.1879060149999999,0.185898355,0.183925435,0.18198357,0.18006976,0.178179
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O,thymidine,0.38983,0.38583871,0.3818872,0.37798106,0.374119235,0.370302095,0.36652927,0.36280113,0.3591169899999999,0.35547685,0.351876
Nc1ccc([N+](=O)[O-])cc1C(=O)c1ccccc1,2-amino-5-nitrobenzophenone,0.254303,0.25178102,0.24930414,0.246874945,0.244491805,0.242151405,0.239851005,0.23758903,0.2353617399999999,0.233167505,0.231
Cc1ccccc1C(O)(C(=O)O)c1ccccc1,"benzilic acid, 2-methyl-",0.183135,0.181008665,0.178908485,0.176836305,0.174792125,0.172775945,0.170787765,0.168827585,0.16689509,0.16498991,0.163109
CCOc1ccc(C(=O)C=Cc2ccco2)cc1,"acrylophenone, 4'-ethoxy-3-(2-furyl)-",0.214376,0.21269969,0.21102695,0.209357265,0.207688265,0.20601895,0.204348005,0.20267343,0.200993855,0.199308335,0.197616
O=C(O)Cc1ccc(OCc2ccccc2)cc1,4-(benzyloxy)phenyl acetic acid,0.18647,0.184493805,0.18255246,0.180647485,0.17877625,0.1769357,0.17512389,0.17333745,0.171574065,0.169830735,0.168104
O=C(O)CC(O)(c1ccccc1)c1ccccc1,"3,3-diphenyl-3-hydroxypropionic acid",0.177772,0.1761584249999999,0.17455815,0.17297319,0.17140423,0.16985127,0.168313995,0.16679235,0.16528739,0.16379843,0.162323
C=COC(=O)CCCCC(=O)OCCCCC,Hexanedioic acid ethenyl pentyl ester,0.179778,0.177927935,0.176076305,0.17422173,0.172361525,0.170493375,0.168614595,0.16672287,0.164815515,0.16289053,0.160948
C=COC(=O)CCCCCCCCC(=O)OC,Vinyl methyl sebacate,0.180414,0.178578975,0.17674366,0.1749064,0.173064825,0.17121699,0.169359525,0.16749043,0.16560739,0.163708035,0.161792
c1ccc(C2c3ccccc3-c3ccccc32)cc1,9-phenyl-9H-fluorene,0.219472,0.2178903,0.21631156,0.214736505,0.213164135,0.21159282,0.21002082,0.20844819,0.20687293,0.20529367,0.20371
CCCCOC(=O)Cc1cccc2ccccc12,"1-naphthaleneacetic acid, butyl ester",0.235743,0.233794695,0.231848325,0.22990301,0.227956695,0.226008435,0.224055545,0.22209634,0.220129505,0.218153355,0.216168
CCCCCOC(=O)c1cccc2ccccc12,"1-naphthalenecarboxylic acid, pentyl ester",0.246666,0.24461651,0.242572085,0.2405314,0.238491715,0.236452085,0.23441014,0.232364565,0.23031336,0.228254525,0.226188
OCC(c1ccccc1)C(CO)c1ccccc1,"2,3-diphenyl-1,4-butanediol",0.200089,0.197925695,0.1957872,0.19367539,0.19158958,0.189530085,0.187497275,0.185490465,0.183509655,0.18155516,0.179624
CCCCOC(=O)Cc1ccc2ccccc2c1,"2-naphthaleneacetic acid, butyl ester",0.237624,0.235652765,0.233684395,0.23171708,0.22974845,0.22777719,0.225801615,0.22382041,0.221831575,0.21983311,0.217825
CCCCCOC(=O)c1ccc2ccccc2c1,"2-naphthoic acid, pentyl ester",0.249277,0.247196745,0.24512132,0.243049635,0.24097895,0.238908635,0.236836375,0.2347598,0.232677595,0.23058776,0.22849
CN(C)C(=O)CCCCCCCC(=O)N(C)C,"N,N,N',N'-tetramethyl-1,9-nonanediamide",0.203589,0.20172462,0.19987892,0.19805259,0.196243945,0.19445104,0.192671135,0.19090297,0.189143805,0.187392695,0.185647
CCN(CC)C(=O)CCCC(=O)N(CC)CC,"N,N,N',N'-Tetraethylpentanediamide",0.200175,0.198482335,0.196791965,0.195102965,0.19341365,0.191722705,0.19002813,0.188328555,0.186623035,0.1849092,0.183187
CCOC(=O)C(C(=O)CC(C)(C)C)C(C)(C)C,"5,5-dimethyl-2-(1,1-dimethylethyl)-3-oxohexanoic acid, ethyl ester",0.14834,0.146805475,0.14527016,0.1437329,0.142191325,0.14064349,0.139086655,0.13751956,0.13593915,0.13434411,0.132735
CCOC(=O)C(=C(O)CC(C)(C)C)C(C)(C)C,"5,5-dimethyl-2-(1,1-dimethylethyl)-3-hydroxy-2-hexenoic acid, ethyl ester",0.12084,0.11915621,0.11749966,0.11587311,0.11427656,0.112709695,0.11117183,0.109662965,0.108182785,0.10673092,0.105305
CCCCCCC(=O)OC(=O)CCCCCC,heptanoic anhydride,0.190297,0.188280795,0.186278205,0.184288355,0.18230819,0.18033545,0.178365765,0.176396135,0.174423875,0.172446355,0.170461
CCCCC1CCN(c2ccc(C#N)cc2)CC1,4-(4-butyl-1-piperidinyl)benzonitrile,0.227769,0.22563094,0.22351513,0.221423745,0.21935273,0.217300085,0.21526381,0.213241275,0.211229425,0.20922663,0.207229
COC(=O)CCCCCCCCCCC(C)C,methyl 12-methyltridecanoate,0.155711,0.154119205,0.152525575,0.150929,0.149326795,0.147717275,0.146099125,0.144469715,0.142826305,0.141168265,0.139495
CCCCCCCCCCC(=O)OC(C)(C)C,"undecanoic acid, 1,1-dimethylethyl ester",0.142383,0.14088513,0.139386185,0.13788361,0.13637572,0.1348608849999999,0.1333367349999999,0.131801325,0.130251915,0.12868756,0.127108
CCCCCCCCCCOC(=O)CCCC,decyl pentanoate,0.163323,0.161633335,0.15994202,0.158248445,0.15654924,0.154842405,0.15312594,0.15139816,0.149656805,0.14789845,0.146125
CCCCCCCCCCCCOC(=O)CC,dodecyl propanoate,0.161863,0.160194265,0.158524635,0.156852375,0.15517517,0.153490335,0.15179587,0.1500900899999999,0.148370735,0.146634695,0.144883
CCCCCCCCCCCCCCOC=O,tetradecyl formate,0.18022,0.17838692,0.176554605,0.174720345,0.17288177,0.17103662,0.169181785,0.16731606,0.16543565,0.163539665,0.161626
CCCCCCCCCCC(C)C(=O)OCC,ethyl 2-methyldodecanoate,0.155115,0.15350422,0.15189222,0.150278645,0.14866007,0.147035235,0.1454010849999999,0.14375599,0.14209758,0.14042391,0.138734
CCCCCCCCCCCCC(=O)OCC,ethyl tridecanoate,0.161113,0.15932919,0.15755897,0.15580012,0.154050325,0.152306585,0.1505659,0.148824955,0.147080695,0.14533149,0.143575
CCC(C)CCCCCCCCCC(=O)OC,methyl 11-methyltridecanoate,0.15913,0.157487455,0.15584351,0.15419625,0.152544045,0.15088421,0.149214745,0.147533965,0.145839925,0.1441298849999999,0.142404
CCCCC(CCCC)(CCCC)CC(=O)O,"heptanoic acid, 3,3-dibutyl-",0.156134,0.154482085,0.152846125,0.15122522,0.149617,0.148019835,0.146430725,0.1448473,0.143268245,0.14169093,0.140112
CCCCCCCC(=O)OC(C)CCCCC,"octanoic acid, 1-methylhexyl ester",0.155049,0.15343885,0.15182822,0.150215275,0.14859807,0.14697355,0.1453404,0.14369662,0.14203958,0.14036654,0.138678
CCCCCCCCC(=O)OC(C)CCCC,sec-hexyl nonanoate,0.155049,0.15343885,0.15182822,0.150215275,0.14859807,0.14697355,0.1453404,0.14369662,0.14203958,0.14036654,0.138678
CCCCCCCOC(=O)CCCCCCC,heptyl octanoate,0.164598,0.162792315,0.160996465,0.159209985,0.157430245,0.15565356,0.153877245,0.152098985,0.15031578,0.148524945,0.146725
CCCCCCCCOC(=O)CCCCCC,octyl heptanoate,0.163975,0.16219945,0.16043197,0.158671545,0.15691549,0.155161175,0.153404915,0.15164434,0.14987782,0.14810204,0.146316
CCCCCCCCCCCCCCC(=O)O,pentadecanoic acid,0.174309,0.172450825,0.170612755,0.168796055,0.1669984099999999,0.165217135,0.1634496,0.16169275,0.15994464,0.1582019,0.156462
CCCCCCCCCCCC(=O)OCCC,propyl dodecanoate,0.166162,0.1644408849999999,0.162718625,0.160992365,0.159260845,0.157521325,0.155772545,0.15401145,0.152236725,0.15044574,0.148638
CCCCCCCCCCC(=O)OC(C)CC,"undecanoic acid, 1-methylpropyl ester",0.155049,0.15343885,0.15182822,0.150215275,0.14859807,0.14697355,0.1453404,0.14369662,0.14203958,0.14036654,0.138678
CCCCCCCCCCCCCOC(C)=O,tridecyl ethanoate,0.165141,0.163294345,0.16146144,0.15964059,0.157828795,0.15602337,0.15422137,0.15241874,0.150613165,0.14880196,0.146983
CCCCCCCCCCCCCC(=O)OC,methyl tetradecanoate,0.167071,0.165155555,0.16325917,0.16138284,0.159522935,0.157675715,0.155838605,0.15400718,0.152179495,0.15035155,0.148521
CCCCCCCCCOC(=O)CCCCC,nonyl hexanoate,0.164334,0.162542725,0.16076056,0.158986135,0.15721608,0.15544808,0.153679135,0.151906245,0.15012704,0.14833926,0.14654
CCCCCCCC(CCCC)C(=O)OCC,ethyl 2-butylnonanoate,0.155115,0.15350422,0.15189222,0.150278645,0.14866007,0.147035235,0.1454010849999999,0.14375599,0.14209758,0.14042391,0.138734
CCCCCCCCCC(C)OC(=O)CCC,"butanoic acid, 1-methyldecyl ester",0.155049,0.15343885,0.15182822,0.150215275,0.14859807,0.14697355,0.1453404,0.14369662,0.14203958,0.14036654,0.138678
