SMILES,name,search_name,priority,density_40C_g_cm3,density_100C_g_cm3,kv_40C_cSt,kv_100C_cSt,tc_40C_W_mK,tc_100C_W_mK,cp_40C_J_K_mol,cp_100C_J_K_mol,cpsat_40C_J_K_mol,cpsat_100C_J_K_mol,mp_K,bp_K,fp_K,exact_temp_40C_K,exact_temp_100C_K,notes,MolWt,FOM1_ig_40,FOM1_ig_100,FOM1_sat_40,FOM1_sat_100
C/C=C/OCCOC,(E)-1-methoxy-2-(1-propenoxy)ethane,(E)-1-methoxy-2-(1-propenoxy)ethane,0,0.892,0.822,0.964,0.462,0.152,0.138,169.1,188.4,245.1,260.5,,395.0,,313.15,373.15,wtt_bulk_complete+cpsat2,116.16,103.00981880273112,121.83702272595929,114.3468222508566,133.46449110643016
COC/C=C(\C)OC,"(E)-2,4-dimethoxy-2-butene","(E)-2,4-dimethoxy-2-butene",0,0.89,0.822,1.045,0.487,0.141,0.128,170.1,189.9,243.6,259.5,,399.0,,313.15,373.15,wtt_bulk_complete+cpsat2,116.16,94.78811244538475,113.0548944503196,104.86464033142012,123.43466316788984
C=C[C@H](C)CC,(S)-3-methyl-1-pentene,"(Z)-3,3-dimethyl-2-buten-1-ol",0,,,,,,,,,,,,,,313.15,373.15,wtt_bulk_no_props,84.162,,,,
C/C=C\OC(C)OC,(Z)-1-methoxy-1-(1-propenoxy)ethane,(Z)-1-methoxy-1-(1-propenoxy)ethane,0,0.873,0.801,0.699,0.387,0.145,0.13,168.8,189.5,239.9,257.9,,380.0,,313.15,373.15,wtt_bulk_complete+cpsat2,116.16,109.8137907784857,123.8604709037301,121.22704649990476,135.07734548600183
C/C=C\OCCOC,(Z)-1-methoxy-2-(1-propenoxy)ethane,(Z)-1-methoxy-2-(1-propenoxy)ethane,0,0.892,0.822,0.964,0.462,0.152,0.138,169.1,188.4,245.1,260.5,,395.0,,313.15,373.15,wtt_bulk_complete+cpsat2,116.16,103.00981880273112,121.83702272595929,114.3468222508566,133.46449110643016
CC(C)(O)/C=C\CO,"(Z)-4-methyl-2-pentene-1,4-diol","(Z)-4-methyl-2-pentene-1,4-diol",0,0.9694,0.913,61.894,7.01,0.156,0.144,172.0,196.5,,,,490.0,,313.15,373.15,wtt_bulk_complete,116.16,30.775314966680636,55.66445661719759,,
OC1CCCCC1O,"1,2-cyclohexanediol, (1R,2R)-(-)-","1,2-cyclohexanediol, (1R,2R)-(-)-",0,,,,,,,151.9,177.4,,,,496.0,,313.15,373.15,wtt_bulk_partial_2of8,116.16,,,,
,"2-hydroxy-1,2,3-propanetricarboxylic acid monohydrate","(Z)-2,4-dimethoxy-2-butene",0,0.89,0.822,1.045,0.487,0.141,0.128,170.1,189.9,243.6,259.5,,399.0,,313.15,373.15,wtt_bulk_complete+cpsat2,210.138,80.22943894871344,95.69059366364448,88.75829513111171,104.47611538302564
OC1CCCCC1O,"1,2-cyclohexanediol","1,2-cyclohexanediol",0,1.108,1.039,6.498,2.31,0.15,0.141,151.9,177.4,,,,496.0,,313.15,373.15,wtt_bulk_complete,116.16,57.64583549575743,77.04851244500496,,
CCCOCC1CO1,(propoxymethyl)oxirane,(propoxymethyl)oxirane,0,1.021,0.951,0.735,0.368,0.149,0.136,165.9,188.0,256.8,272.2,,423.0,,313.15,373.15,wtt_bulk_complete+cpsat2,116.16,109.0076156731663,128.4558048102405,123.26311282219396,142.54997971725686
CC(=O)OC(C)(C)C,"1,1-dimethylethyl ethanoate","1,1-dimethylethyl ethanoate",0,0.8448,0.7773,0.687,0.347,0.114,0.102,166.7,191.2,235.8,255.0,,371.1,,313.15,373.15,wtt_bulk_complete+cpsat2,116.16,90.84077961936448,105.62277833069346,100.1490743798367,114.5340972202988
,"1,3-dioxane, 2,4-dimethyl- (cis,trans unspecified)","1,3-dioxane, 2,4-dimethyl- (cis,trans unspecified)",0,0.911,0.845,1.273,0.58,0.137,0.125,148.3,173.8,221.7,241.4,,391.0,,313.15,373.15,wtt_bulk_complete+cpsat2,116.16,83.80273397618804,102.34491566515076,93.83828694264572,112.25463043553424
CCC(C)CC(=O)O,(S)-3-methylpentanoic acid,(S)-3-methylpentanoic acid,0,,,,,0.142,0.132,162.8,187.0,269.3,283.6,,468.0,,313.15,373.15,wtt_bulk_partial_4of8+cpsat2,116.16,,,,
,"(E)-3,3-dimethyl-1-buten-1-ol","(E)-3,3-dimethyl-1-buten-1-ol",0,,,,,,,,,,,,,,313.15,373.15,wtt_bulk_no_props,100.161,,,,
C[C@@H]1OCC[C@H](C)O1,"1,3-dioxane, 2,4-dimethyl-, cis-","1,3-dioxane, 2,4-dimethyl-, cis-",0,0.9117,0.841,1.283,0.583,0.139,0.125,148.3,173.8,230.1,251.1,,391.1,,313.15,373.15,wtt_bulk_complete+cpsat2,116.16,86.14496445376189,104.1933435333508,97.47540205270006,115.5555619855524
C[C@@H]1C[C@H](C)OCO1,"1,3-dioxane, 4,6-dimethyl-, cis-","1,3-dioxane, 4,6-dimethyl-, cis-",0,0.977,0.9,1.136,0.522,0.137,0.124,148.3,173.8,222.9,244.7,,388.1,,313.15,373.15,wtt_bulk_complete+cpsat2,116.16,90.3650773176158,109.4618856492268,101.34025225504588,120.52014900581834
OC1CCCC(O)C1O,"1,2,3-cyclohexanetriol","1,2,3-cyclohexanetriol",0,,,,,,,170.0,196.1,,,340.1,546.0,,313.15,373.15,wtt_bulk_partial_2of8,132.159,,,,
C[C@@H]1C[C@@H](C)OCO1,"1,3-dioxane, 4,6-dimethyl-, trans-","1,3-dioxane, 4,6-dimethyl-, trans-",0,0.987,0.914,1.378,0.602,0.14,0.127,148.3,173.8,223.2,244.4,,402.0,,313.15,373.15,wtt_bulk_complete+cpsat2,116.16,85.63509254852488,105.38713385531663,96.0721348386186,115.99371566551858
CC1(C)COCOC1,"1,3-dioxane, 5,5-dimethyl-","1,3-dioxane, 5,5-dimethyl-",0,0.9356,0.8726,1.582,0.699,0.133,0.122,148.7,174.4,210.8,233.4,,399.5,,313.15,373.15,wtt_bulk_complete+cpsat2,116.16,76.2266079912172,94.28064241089731,84.08921935254315,102.33454846743524
C=COCCCCO,"1,4-butanediol monovinyl ether","1,4-butanediol monovinyl ether",0,0.9257,0.8653,1.62,0.74,0.156,0.144,172.4,193.6,,,,451.0,,313.15,373.15,wtt_bulk_complete,116.16,87.48051447723208,106.36972530009704,,
CCCC1OCCO1,"1,3-dioxolane, 2-propyl-","1,3-dioxolane, 2-propyl-",0,0.921,0.8582,1.466,0.629,0.144,0.132,150.3,175.2,156.0,209.0,,404.8,,313.15,373.15,wtt_bulk_complete+cpsat2,116.16,82.6288820684367,102.81911920055622,83.49861373274695,108.05002870688156
OC1CCC(O)CC1,"1,4-cyclohexanediol","1,4-cyclohexanediol",0,1.08,1.025,6.667,2.341,0.15,0.141,151.9,177.4,,,,496.0,,313.15,373.15,wtt_bulk_complete,116.16,53.69415447925355,72.0164096394243,,
,(E)-dimethoxy(1-propenoxy)methane,(E)-dimethoxy(1-propenoxy)methane,0,0.981,0.909,0.999,0.517,0.162,0.147,185.0,204.8,267.3,282.2,,408.0,,313.15,373.15,wtt_bulk_complete+cpsat2,132.159,106.43029031177016,122.92277749307748,118.03876220311848,134.52312141368787
,(Z)-dimethoxy(1-propenoxy)methane,(Z)-dimethoxy(1-propenoxy)methane,0,0.981,0.909,0.999,0.517,0.162,0.147,185.0,204.8,267.3,282.2,,408.0,,313.15,373.15,wtt_bulk_complete+cpsat2,132.159,106.43029031177016,122.92277749307748,118.03876220311848,134.52312141368787
COCC(C)OC(C)=O,1-methoxy-2-propyl acetate,1-methoxy-2-propyl acetate,0,0.946,0.8807,0.888,0.466,0.143,0.131,176.0,200.7,256.1,275.5,,419.13,,313.15,373.15,wtt_bulk_complete+cpsat2,132.159,96.49188119172612,112.70653930580669,107.22935024497605,123.21079106011904
CCCCC(O)C(=O)O,2-hydroxyhexanoic acid,2-hydroxyhexanoic acid,0,1.26,1.19,19.841,4.118,0.169,0.155,180.0,205.4,,,,534.0,,313.15,373.15,wtt_bulk_complete,132.159,46.59650244384918,70.72651268532474,,
C[C@H]1O[C@@H](C)O[C@@H](C)O1,"2,4,6-trimethyl-1,3,5-trioxane","2,4,6-trimethyl-1,3,5-trioxane",0,0.9706,0.8976,0.861,0.403,0.144,0.1344,164.2,190.7,253.0,274.2,,396.7,,313.15,373.15,wtt_bulk_complete+cpsat2,132.159,98.98684089316444,121.63684716573547,111.78687070682156,134.71962911486628
COC(C)CCC(=O)O,4-methoxypentanoic acid,4-methoxypentanoic acid,0,1.0009,0.946,6.194,1.797,0.162,0.151,179.0,202.4,,,,501.0,,313.15,373.15,wtt_bulk_complete,132.159,58.480050561550286,81.51670442388925,,
CCOCCOC(C)=O,2-ethoxyethyl ethanoate,2-ethoxyethyl ethanoate,0,0.9516,0.8839,1.051,0.509,0.15,0.137,176.0,199.7,265.6,284.9,,429.741,,313.15,373.15,wtt_bulk_complete+cpsat2,132.159,96.2118995201186,114.53648232624748,108.01931822958548,126.5763235042146
CCCCOC(=O)CO,butyl hydroxyethanoate,butyl hydroxyethanoate,0,1.0043,0.9444,2.888,1.038,0.148,0.139,178.0,202.7,,,,460.0,,313.15,373.15,wtt_bulk_complete,132.159,69.49858407845186,91.89208069188858,,
OCC1CCC(CO)O1,"erythro-hexitol, 2,5-anhydro-3,4-dideoxy-","erythro-hexitol, 2,5-anhydro-3,4-dideoxy-",0,1.24,1.181,17.742,4.572,0.173,0.162,170.0,195.8,,,,542.0,,313.15,373.15,wtt_bulk_complete,132.159,45.86134651170304,66.65913593821595,,
,cis-2-hydroxy-6-hydroxymethyltetrahydropyran,cis-2-hydroxy-6-hydroxymethyltetrahydropyran,0,1.203,1.146,15.794,4.276,0.167,0.157,167.5,193.9,,,,527.0,,313.15,373.15,wtt_bulk_complete,132.159,45.56328133679769,65.59140744197525,,
CC1(C)OOC(C)(C)OO1,"3,3,6,6-tetramethyl-1,2,4,5-tetroxane","3,3,6,6-tetramethyl-1,2,4,5-tetroxane",0,,,,,,,181.0,208.8,,,405.26,415.0,,313.15,373.15,wtt_bulk_partial_2of8,148.15800000000002,,,,
CCOC(=O)CC(C)O,ethyl 3-hydroxybutyrate,ethyl 3-hydroxybutyrate,0,0.9903,0.9275,3.231,1.046,0.144,0.134,177.0,203.7,,,,451.0,,313.15,373.15,wtt_bulk_complete,132.159,66.80379022732258,90.63224111923464,,
CCOCOC(=O)CC,ethoxymethyl propionate,ethoxymethyl propionate,0,0.9436,0.8778,0.922,0.467,0.148,0.135,176.0,199.7,258.4,276.4,,417.0,,313.15,373.15,wtt_bulk_complete+cpsat2,132.159,98.07526342997978,115.18525117116955,109.2633854586296,126.21331518721207
OCC1OCC(O)C(O)C1O,1-Deoxy-D-glucopyranose,1-Deoxy-D-glucopyranose,0,,,,,,,203.0,231.0,,,403.1,615.0,,313.15,373.15,wtt_bulk_partial_2of8,164.157,,,,
OCC1OC(O)CC(O)C1O,2-deoxy-D-glucose,2-deoxy-D-glucose,0,,,,,,,203.0,231.0,,,398.6,651.0,,313.15,373.15,wtt_bulk_partial_2of8,164.157,,,,
CCCOC(=O)C(C)O,isopropyl (S)-2-hydroxypropionate,isopropyl (S)-2-hydroxypropionate,0,0.9723,0.9105,2.263,0.791,0.134,0.126,177.0,204.7,,,,430.21,,313.15,373.15,wtt_bulk_complete,132.159,69.80377832314808,93.5068253201328,,
O=C[C@@H](O)C[C@@H](O)[C@@H](O)CO,3-deoxy-D-glucose,3-deoxy-D-glucose,0,,,,,,,222.0,251.0,,,387.1,629.0,,313.15,373.15,wtt_bulk_partial_2of8,164.157,,,,
COC1CCC(OC)O1,"furan, 2,5-dimethoxytetrahydro-","furan, 2,5-dimethoxytetrahydro-",0,1.06,0.994,1.189,0.594,0.153,0.141,167.1,189.8,231.9,250.8,,420.0,,313.15,373.15,wtt_bulk_complete+cpsat2,132.159,92.23411803115512,109.58260516220628,101.1410422085046,118.51893284022115
CO[C@@H]1OCC[C@H](C)O1,"m-dioxane, 2-methoxy-4-methyl-, cis-","m-dioxane, 2-methoxy-4-methyl-, cis-",0,1.074,1.005,1.341,0.657,0.154,0.142,164.4,189.1,235.3,255.5,,423.0,,313.15,373.15,wtt_bulk_complete+cpsat2,132.159,90.29597574124308,108.29579908026598,99.87860395820611,117.8629602168698
C=COCCOCCO,2-[2-(ethenyloxy)ethoxy]ethanol,2-[2-(ethenyloxy)ethoxy]ethanol,0,,,,,,,188.0,208.9,,,222.79,454.1,,313.15,373.15,wtt_bulk_partial_2of8,132.159,,,,
COC(=O)CC(C)OC,methyl 3-methoxybutanoate,methyl 3-methoxybutanoate,0,0.9576,0.8922,1.159,0.504,0.144,0.131,176.0,200.7,258.9,277.9,,422.6,,313.15,373.15,wtt_bulk_complete+cpsat2,132.159,90.01496683640285,110.29588404284588,100.33814278108748,120.87001564549176
CCC(C)OC(=O)CO,1-methylpropyl hydroxyethanoate,1-methylpropyl hydroxyethanoate,0,,,,,,,,,,,,450.5,,313.15,373.15,wtt_bulk_no_props,132.159,,,,
COC1OCC(O)C(O)C1O,methyl .beta.-d-xylopyranoside,methyl .beta.-d-xylopyranoside,0,1.256,1.21,29.459,7.025,0.178,0.17,202.0,228.0,,,,560.0,,313.15,373.15,wtt_bulk_complete,164.157,37.373909754525386,55.993351130692304,,
COC(C)CCC(=O)O,4-methoxypentanoic acid,D-fucose,0,1.098,1.066,273.224,29.081,0.183,0.177,222.0,252.0,,,,571.0,,313.15,373.15,wtt_bulk_complete,132.159,20.08168575914029,38.155687258453696,,
COC1OCC(O)C(O)C1O,"xylopyranoside, methyl-, .alpha.-D-,","xylopyranoside, methyl-, .alpha.-D-,",0,1.397,1.334,29.349,6.972,0.195,0.183,202.0,228.0,,,,563.0,,313.15,373.15,wtt_bulk_complete,164.157,43.64327136672892,64.6371678110733,,
OCC1OC(O)C(O)C(O)C1O,.alpha.-D-glucose,.alpha.-D-glucose,0,,,,,,,221.0,250.0,,,,710.0,,313.15,373.15,wtt_bulk_partial_2of8,180.156,,,,
OCC1OC(O)C(O)C(O)C1O,.beta.-D-glucopyranose,.beta.-D-glucopyranose,0,1.345,1.311,490.706,76.278,0.199,0.192,221.0,250.0,,,,710.0,,313.15,373.15,wtt_bulk_complete,180.156,16.843497887218206,28.68978408725551,,
OC1C(O)C(O)C(O)C(O)C1O,"1,2,3,4,5,6-cyclohexanehexol","1,2,3,4,5,6-cyclohexanehexol",0,1.56,1.5,115.385,24.667,0.23,0.216,223.0,252.0,,,,670.0,,313.15,373.15,wtt_bulk_complete,180.156,33.03355791748702,50.4393603544308,,
O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,D-(+)-galactose,D-(+)-galactose,0,,,,,,,239.0,271.0,,,,631.0,,313.15,373.15,wtt_bulk_partial_2of8,180.156,,,,
CCOCOC(=O)CC,ethoxymethyl propionate,D-fructose,0,,,,,,,241.0,270.0,,,,,,313.15,373.15,wtt_bulk_partial_2of8,132.159,,,,
OCC1(O)OCC(O)C(O)C1O,DL-fructose,DL-fructose,0,1.5,1.45,320.0,40.69,0.254,0.236,241.0,270.0,,,,650.0,,313.15,373.15,wtt_bulk_complete,180.156,25.85407622326434,45.22909769358684,,
O=C[C@@H](O)C[C@@H](O)[C@@H](O)CO,3-deoxy-D-glucose,"L-1,3,4,5,6-pentahydroxyhexan-2-one",0,1.5,1.45,320.0,40.69,0.254,0.236,241.0,270.0,,,,,,313.15,373.15,wtt_bulk_complete,164.157,26.539365872929068,46.42794279040757,,
OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,alpha -D-Galactopyranose,alpha -D-Galactopyranose,0,,,,,0.201,0.194,221.0,250.0,,,,710.0,,313.15,373.15,wtt_bulk_partial_4of8,180.156,,,,
,"Butane, 2,3-epoxy-1,4-dimethoxy-, erythro-","Butane, 2,3-epoxy-1,4-dimethoxy-, erythro-",0,,,,,,,,,,,,,,313.15,373.15,wtt_bulk_no_props,132.159,,,,
C[C@H]1O[C@@H](C)O[C@@H](C)O1,"2,4,6-trimethyl-1,3,5-trioxane",6-deoxy-d-glucose,0,,,,,,,222.0,252.0,,,409.2,,,313.15,373.15,wtt_bulk_partial_2of8,132.159,,,,
CCCC(C)C,2-methylpentane,2-methylpentane,0,0.63456,0.5734,0.373,0.247,0.100009,0.08344,,,198.8,226.0,119.553,333.36,,313.15,373.15,wtt_bulk_partial_6of8+cpsat2,86.178,,,109.1348026972764,111.54474145635456
CCCCCC,hexane,hexane,0,0.64074,0.5806,0.398,0.261,0.12113,0.10323,,,199.6,224.8,177.878,341.87,,313.15,373.15,wtt_bulk_partial_6of8+cpsat2,86.178,,,122.54025338978086,127.18601505822215
CCC(C)CC,3-methylpentane,3-methylpentane,0,0.64588,0.5854,0.39,0.253,0.1023,0.0918,146.3,170.7,196.43,223.4,110.263,336.402,,313.15,373.15,wtt_bulk_complete+cpsat2,86.178,100.17533656666212,109.31278501367396,108.8320826637948,117.90731917726625
OCC1(O)OCC(O)C(O)C1O,fructose,fructose,0,,,,,0.221,0.207,221.0,251.0,,,,643.0,,313.15,373.15,wtt_bulk_partial_4of8,180.156,,,,
COC1CC(O)C(CO)O1,".alpha.,.beta.-methyl-2-deoxy-D-ribofuranoside",".alpha.,.beta.-methyl-2-deoxy-D-ribofuranoside",0,,,,,,,,,,,,,,313.15,373.15,wtt_bulk_no_props,148.15800000000002,,,,
OCC1OCC(O)C(O)C1O,1-Deoxy-D-glucopyranose,D-glucose,0,,,,,,,239.0,271.0,,,421.1,,,313.15,373.15,wtt_bulk_partial_2of8,164.157,,,,
OCC1OC(O)CC(O)C1O,2-deoxy-D-glucose,D-mannose,0,,,,,,,239.0,271.0,,,391.1,,,313.15,373.15,wtt_bulk_partial_2of8,164.157,,,,
CC(C)C(C)C,"2,3-dimethylbutane","2,3-dimethylbutane",0,0.64314,0.58269,0.47,0.264,0.0976,0.076,146.0,171.1,194.77,223.1,,331.117,,313.15,373.15,wtt_bulk_complete+cpsat2,86.178,91.82791813920844,94.35015009109304,99.58291543737562,101.66285382261223
C[C@@H](O)C(C)(C)C,"(+)-3,3-dimethyl-2-butanol","(+)-3,3-dimethyl-2-butanol",0,0.7963,0.738,3.265,0.691,0.112,0.105,166.2,192.9,,,,392.9,,313.15,373.15,wtt_bulk_complete,102.177,57.509386671233145,88.61456451514405,,
CCCCCCO,1-hexanol,1-hexanol,0,0.80432,0.75787,3.608,1.021,0.1505,0.1437,159.8,185.4,256.2,313.5,226.7,430.51,,313.15,373.15,wtt_bulk_complete+cpsat2,102.177,64.15058929779647,92.28744030312112,73.26015132572537,106.98304503506452
CC(C)[C@H](C)CO,"(R)-2,3-dimethyl-1-butanol","(R)-2,3-dimethyl-1-butanol",0,0.8106,0.7551,4.688,1.02,0.125,0.117,165.6,191.8,253.6,273.4,,422.0,,313.15,373.15,wtt_bulk_complete+cpsat2,102.177,55.38175502309178,84.52708488784542,62.43559092993729,93.39034946651826
CCCC[C@H](C)O,(R)-2-hexanol,(R)-2-hexanol,0,0.824,0.764,2.67,0.746,0.128,0.119,165.9,190.8,,,,410.3,,313.15,373.15,wtt_bulk_complete,102.177,67.497227686209,95.36517811153536,,
CC(C)C(C)(C)O,"2,3-dimethyl-2-butanol","2,3-dimethyl-2-butanol",0,0.8048,0.7434,2.954,0.687,0.113,0.105,166.2,192.9,,,262.68,391.88,,313.15,373.15,wtt_bulk_complete,102.177,60.40477732985207,90.06240716176954,,
CCC(C)(C)C,"2,2-dimethylbutane","2,2-dimethylbutane",0,,,,,0.0896,0.0765,147.7,172.4,195.58,223.7,,322.869,,313.15,373.15,wtt_bulk_partial_4of8+cpsat2,86.178,,,,
CC[C@@H](C)[C@@H](C)O,"(R*,R*)-3-methyl-2-pentanol","(R*,R*)-3-methyl-2-pentanol",0,0.796,0.736,3.518,0.72,0.122,0.114,165.6,191.8,,,,400.0,,313.15,373.15,wtt_bulk_complete,102.177,60.30931879624682,93.53284769604764,,
CC[C@H](C)CCO,(R)-3-methyl-1-pentanol,(R)-3-methyl-1-pentanol,0,0.8089,0.7548,5.687,1.179,0.131,0.122,165.9,190.8,258.0,275.9,,429.0,,313.15,373.15,wtt_bulk_complete+cpsat2,102.177,53.88903666217942,82.90869439126142,61.01635427136152,91.97225481435586
CCOC(C)CC,1-ethoxy-1-methylpropane,1-ethoxy-1-methylpropane,0,0.723,0.6571,0.484,0.292,0.122,0.107,164.5,187.8,223.7,247.0,,354.3,,313.15,373.15,wtt_bulk_complete+cpsat2,102.177,107.98284323492194,117.57743289081772,117.73574370269314,126.99863640378256
OC1C(O)C(O)C(O)C(O)C1O,"cis-1,2,3,5-trans-4,6-cyclohexanehexol","cis-1,2,3,5-trans-4,6-cyclohexanehexol",0,,,,,,,223.0,252.0,,,496.9,,,313.15,373.15,wtt_bulk_partial_2of8,180.156,,,,
CCC(C)(C)CO,"2,2-dimethyl-1-butanol","2,2-dimethyl-1-butanol",0,0.81199,0.75914,5.329,0.997,0.12,0.112,166.5,191.8,,,,409.81,,313.15,373.15,wtt_bulk_complete,102.177,51.245238016244976,81.31542307361647,,
CC(C)C(C)CO,"2,3-dimethyl-1-butanol","2,3-dimethyl-1-butanol",0,0.8127,0.7563,4.184,0.939,0.125,0.116,165.6,191.8,252.9,273.0,,417.9,,313.15,373.15,wtt_bulk_complete+cpsat2,102.177,57.441660302760624,86.37543799375624,64.70752942671307,95.39321881298652
CCCC[C@H](C)O,2-hexanol,2-hexanol,0,0.79797,0.74393,2.996,0.757,0.129,0.12,165.9,190.8,,,,413.33,,313.15,373.15,wtt_bulk_complete,102.177,63.805812081383294,92.7753121815057,,
OCC1OC(O)(CO)C(O)C1O,beta-levulose,beta-levulose,0,,,,,,,,,,,,,,313.15,373.15,wtt_bulk_no_props,180.156,,,,
CC(O)C(C)(C)C,"3,3-dimethyl-2-butanol","3,3-dimethyl-2-butanol",0,0.8012,0.7433,3.245,0.686,0.112,0.105,166.2,192.9,,,278.4,393.1,,313.15,373.15,wtt_bulk_complete,102.177,57.49741185735121,88.62397474435816,,
O=C(O)[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,D-galactonic acid,D-galactonic acid,0,,,,,,,249.0,282.0,,,415.1,,,313.15,373.15,wtt_bulk_partial_2of8,196.15500000000003,,,,
O=C(O)C(O)C(O)C(O)C(O)CO,D-gluconic acid,D-gluconic acid,0,,,,,,,249.0,282.0,,,404.1,,,313.15,373.15,wtt_bulk_partial_2of8,196.15500000000003,,,,
CCCC(C)OC,2-methoxypentane,2-methoxypentane,0,0.7366,0.6737,0.529,0.31,0.123,0.11,164.5,187.8,224.4,246.9,,364.6,,313.15,373.15,wtt_bulk_complete+cpsat2,102.177,104.55616148896172,116.40051096037766,114.09980205238392,125.71308972765536
CC[C@@H](O)[C@@H](O)CC,"(R*,S*)-3,4-hexanediol","(R*,S*)-3,4-hexanediol",0,0.956,0.901,14.644,2.775,0.148,0.138,183.0,210.1,,,294.84,479.0,,313.15,373.15,wtt_bulk_complete,118.176,44.695324711969754,70.55166366824464,,
CCCC(C)CO,2-methyl-1-pentanol,2-methyl-1-pentanol,0,0.80899,0.7593,3.941,0.909,0.135,0.125,165.9,190.8,,,,442.6,,313.15,373.15,wtt_bulk_complete,102.177,59.60806986248405,88.6272723331944,,
CCC(O)C(C)C,2-methyl-3-pentanol,2-methyl-3-pentanol,0,0.80671,0.7464,2.464,0.596,0.122,0.114,165.6,191.8,,,,400.0,,313.15,373.15,wtt_bulk_complete,102.177,66.7603312619859,98.78354030691804,,
CCCC(C)(C)O,2-methyl-2-pentanol,2-methyl-2-pentanol,0,0.796,0.7385,1.775,0.575,0.118,0.11,166.5,191.8,,,,394.2,,313.15,373.15,wtt_bulk_complete,102.177,70.6342768872925,95.95978090866411,,
O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,scyllo-inositol,scyllo-inositol,0,,,,,,,223.0,252.0,,,,,,313.15,373.15,wtt_bulk_partial_2of8,180.156,,,,
CC(C)[C@H](C)CO,"(R)-2,3-dimethyl-1-butanol","3,3-dimethyl-1-butanol",0,0.7947,0.739,6.921,1.313,0.122,0.113,166.5,191.8,,,,,,313.15,373.15,wtt_bulk_complete,102.177,48.89846402123719,76.86506542869292,,
CC(C)C(C)(C)O,"2,3-dimethyl-2-butanol",3-hexanol,0,0.80137,0.74514,3.656,0.601,0.128,0.119,165.9,190.8,,,,,,313.15,373.15,wtt_bulk_complete,102.177,60.66832267609364,99.50982044189426,,
CCCCC(O)CO,"(.+-.)-1,2-hexanediol","(.+-.)-1,2-hexanediol",0,0.9364,0.8893,25.267,1.867,0.152,0.143,183.0,209.1,,,,497.2,,313.15,373.15,wtt_bulk_complete,118.176,37.411444247462015,77.35832350298607,,
C[C@H](CO)[C@H](C)CO,"(R*,R*)-(.+-.)-2.3-dimethyl-1,4-butanediol","(R*,R*)-(.+-.)-2.3-dimethyl-1,4-butanediol",0,0.9581,0.9086,56.362,7.594,0.154,0.144,183.0,210.1,,,,515.0,,313.15,373.15,wtt_bulk_complete,118.176,30.559213180528268,53.20264223233523,,
CCC(C)(C)C,"2,2-dimethylbutane",3-methyl-1-pentanol,0,0.80912,0.7603,5.191,1.105,0.13,0.121,165.9,190.8,252.9,271.4,,,,313.15,373.15,wtt_bulk_complete+cpsat2,86.178,56.04222356575875,85.54769835989514,63.09894174501907,94.46177082114303
CCOCCOCC,"1,2-diethoxyethane","1,2-diethoxyethane",0,0.82057,0.7548,0.598,0.367,0.149,0.132,181.0,202.1,261.2,277.0,199.16,393.709,,313.15,373.15,wtt_bulk_complete+cpsat2,118.176,115.76644798159248,125.57018136378048,128.3489377080827,137.21458503587786
CC(O)CCCCO,"(S)-1,5-hexanediol","(S)-1,5-hexanediol",0,1.024,0.97,32.227,5.567,0.162,0.151,183.0,209.1,,,,519.0,,313.15,373.15,wtt_bulk_complete,118.176,38.00752678812498,61.47931240883825,,
CCCC(OC)OC,"1,1-dimethoxybutane","1,1-dimethoxybutane",0,0.8247,0.7596,0.837,0.461,0.14,0.126,181.0,203.1,254.4,273.6,,388.3,,313.15,373.15,wtt_bulk_complete+cpsat2,118.176,100.41727416204758,113.72604578097254,110.50842959339776,123.66929774157992
CCC(O)(CC)CO,"1,2-butanediol, 2-ethyl-","1,2-butanediol, 2-ethyl-",0,0.951,0.897,18.927,3.344,0.143,0.133,184.0,210.2,293.0,309.2,,474.0,,313.15,373.15,wtt_bulk_complete+cpsat2,118.176,40.42184088398325,64.86621907907632,46.073658203683806,72.30467359483106
CCCC(O)CCO,"1,3-hexanediol","1,3-hexanediol",0,0.9438,0.8942,33.905,5.927,0.162,0.15,183.0,209.1,,,,518.0,,313.15,373.15,wtt_bulk_complete,118.176,36.583504038943886,58.697076761475195,,
CCC(C)(O)CCO,"1,3-pentanediol, 3-methyl-","1,3-pentanediol, 3-methyl-",0,0.9506,0.8973,26.299,4.458,0.149,0.138,184.0,210.2,,,,488.0,,313.15,373.15,wtt_bulk_complete,118.176,37.81509945263821,61.20917277572384,,
CCCC(C)(O)CO,"1,2-dihydroxy-2-methylpentane","1,2-dihydroxy-2-methylpentane",0,0.945,0.888,14.815,2.703,0.142,0.132,184.0,210.2,291.0,307.5,,463.0,,313.15,373.15,wtt_bulk_complete+cpsat2,118.176,43.747745096782346,69.54500385371436,49.76861065997296,77.39986193858103
OCCCCCCO,"1,6-hexanediol","1,6-hexanediol",0,,,,,,,184.0,208.1,,,314.67,525.973,,313.15,373.15,wtt_bulk_partial_2of8,118.176,,,,
CCC(CC)CO,2-ethyl-1-butanol,2-ethyl-1-butanol,0,,,,,,,165.9,190.8,,,,418.1,,313.15,373.15,wtt_bulk_partial_2of8,102.177,,,,
